Supplier,Email,Full Name,Billing Address,Phone,Deleted,Tax Id,Balance,Last Modified By,Supplier Display Name,Created Date,Last Modified Date
THE JKO'S AUTOMOTIVE,,THE JKO'S AUTOMOTIVE,,,False,,,Mary Wangeci,THE JKO'S AUTOMOTIVE,2025-04-07T13:27:00,2025-04-07T13:27:00
THE RAY OF HOPE INVESTMENT,,,,,False,,,Mary Wangeci,THE RAY OF HOPE INVESTMENT,2023-09-28T08:46:52,2023-09-28T08:46:52
The Real IPM Company (K) Ltd,office@realipm.com,The Real IPM Co. Ltd,,+254 725 80 60 86,False,,-396000.0,Sheila Maina,The Real IPM Company (K) Ltd,2022-09-28T18:18:09,2026-06-12T10:25:45
Thermopack Ltd,sales@thermopakkenya.com,Thermopack  Ltd,"Funzi Road, Industrial Area Nairobi Kenya P.O. BOX 18896-00500 Kenya",0722207787,False,P051132574V,-14616.0,Sheila Maina,Thermopack Ltd,2022-11-17T16:16:40,2025-12-10T10:43:32
Thermopak Ltd P051132574V,,Thermopak Ltd P051132574V,,,False,,-65723.28,Mary Wangeci,Thermopak Ltd P051132574V,2023-01-13T11:46:41,2026-07-21T10:30:26
Thika Greens Service Station P051847925U,,Thika Greens Service Station P051847925U,,,False,,,Mary Wangeci,Thika Greens Service Station P051847925U,2022-11-03T08:25:42,2022-11-03T08:25:42
THIKA TOTALENERGIES A001840008G,,,,,False,,,Mary Wangeci,THIKA TOTALENERGIES A001840008G,2024-04-03T15:17:47,2024-04-03T15:17:47
Thika View StationP051606002U,,Thika View StationP051606002U,,,False,,,Samuel Muchemi,Thika View StationP051606002U,2022-09-28T18:18:09,2022-09-28T18:18:09
THIKA WAX,,THIKA  WAX,,,False,,,Mary Wangeci,THIKA WAX,2025-09-04T15:42:03,2025-09-04T15:42:03
THOMAS NZIKOI,,THOMAS NZIKOI,,,False,,,Mary Wangeci,THOMAS NZIKOI,2023-03-03T09:52:18,2023-03-03T09:52:18
THOMAS WAWERU,,THOMAS  WAWERU,,,False,,,Samuel Muchemi,THOMAS WAWERU,2022-09-28T18:18:09,2022-09-28T18:18:09
THOME SERVICE STATION,,THOME SERVICE STATION,,,False,,,Samuel Muchemi,THOME SERVICE STATION,2022-09-28T18:18:09,2022-09-28T18:18:09
TIMONA NGANDA,,TIMONA  NGANDA,,,False,,,Samuel Muchemi,TIMONA NGANDA,2022-09-28T18:18:09,2022-09-28T18:18:09
TINAP ENTERPRISES,,TINAP  ENTERPRISES,,,False,,,Samuel Muchemi,TINAP ENTERPRISES,2022-09-28T18:18:09,2022-09-28T18:18:09
TOLUBA ENERGY P052054544V,,TOLUBA ENERGY P052054544V,,,False,,,Mary Wangeci,TOLUBA ENERGY P052054544V,2023-02-28T12:47:34,2023-02-28T12:47:34
Topmax Auto Care,,Topmax Auto Care,,,False,,,Samuel Muchemi,Topmax Auto Care,2022-09-28T18:18:09,2022-09-28T18:18:09
TOROR SERVICE STATION ELDORET P000639961M,,TOROR SERVICE STATION ELDORET P000639961M,,,False,,,Mary Wangeci,TOROR SERVICE STATION ELDORET P000639961M,2023-05-16T11:16:52,2023-05-16T11:16:52
TOTAL CHOKAA,,TOTAL  CHOKAA,,,False,,,Samuel Muchemi,TOTAL CHOKAA,2022-09-28T18:18:09,2022-09-28T18:18:09
TOTAL CLAY CITY P051809768F,,,,,False,,,Mary Wangeci,TOTAL CLAY CITY P051809768F,2023-08-31T14:05:17,2023-12-19T11:38:26
TOTAL ENERGIES BURNT FOREST A005990696P,,TOTAL ENERGIES BURNT FOREST A005990696P,,,False,,,Mary Wangeci,TOTAL ENERGIES BURNT FOREST A005990696P,2023-03-29T15:29:05,2023-03-29T15:29:05
TOTAL ENERGIES GATITU A006597075N,,TOTAL ENERGIES GATITU A006597075N,,,False,,,Mary Wangeci,TOTAL ENERGIES GATITU A006597075N,2025-08-06T15:11:23,2025-08-06T15:11:23
TOTAL ENERGIES GITARU P051442051T,,TOTAL ENERGIES GITARU P051442051T,,,False,,,Mary Wangeci,TOTAL ENERGIES GITARU P051442051T,2023-05-16T11:15:06,2023-05-16T11:15:06
TOTAL ENERGIES MACHAKOS A003856300S,,,,,False,,,Mary Wangeci,TOTAL ENERGIES MACHAKOS A003856300S,2023-09-28T15:45:26,2023-09-28T15:45:26
TOTAL ENERGIES NAIVASHA A003329068C,,TOTAL ENERGIES NAIVASHA,,,False,,,Mary Wangeci,TOTAL ENERGIES NAIVASHA A003329068C,2023-05-24T15:34:29,2023-06-06T14:38:46
TOTAL ENERGIES NAROK A004210042U,,TOTAL ENERGIES NAROK A004210042U,,,False,,,Mary Wangeci,TOTAL ENERGIES NAROK A004210042U,2023-03-29T15:30:15,2023-03-29T15:30:15
TOTAL ENERGIES RUARAKA P051410217H,,,,,False,,,Mary Wangeci,TOTAL ENERGIES RUARAKA P051410217H,2024-03-08T11:35:18,2024-03-08T11:35:18
TOTAL ENERGIES SERVICE STATION A004902562Y,,,,,False,,,Mary Wangeci,TOTAL ENERGIES SERVICE STATION A004902562Y,2023-09-05T08:04:20,2023-09-05T08:04:20
TOTAL ENERGY TWO RIVERS P051797370Y,,TOTAL ENERGY TWO RIVERS P051797370Y,,,False,,,Mary Wangeci,TOTAL ENERGY TWO RIVERS P051797370Y,2025-06-05T11:14:28,2025-06-05T11:14:28
TOTAL FUEL STATION JOMOKO P051432501L,,,,,False,,,Mary Wangeci,TOTAL FUEL STATION JOMOKO P051432501L,2023-08-14T12:23:02,2023-08-14T12:23:02
TOTAL FUEL TRUST LTD CHOKAA,,,,,False,,,Mary Wangeci,TOTAL FUEL TRUST LTD CHOKAA,2023-11-01T14:40:44,2023-11-01T14:40:44
TOTAL KANGUNDO ROAD,,TOTAL KANGUNDO ROAD,,,False,,,Samuel Muchemi,TOTAL KANGUNDO ROAD,2022-09-28T18:18:09,2022-09-28T18:18:09
TOTAL KATHWANA,,TOTAL  KATHWANA,,,False,,,Samuel Muchemi,TOTAL KATHWANA,2022-09-28T18:18:09,2022-09-28T18:18:09
TOTAL KOMAROK STATION P051584964T,,TOTAL KOMAROK STATION P051584964T,,,False,,,Mary Wangeci,TOTAL KOMAROK STATION P051584964T,2023-05-10T12:07:01,2023-05-10T12:07:01
Total Mwiki Service Station P051588878I,,Total Mwiki Service Station,,,False,,,Mary Wangeci,Total Mwiki Service Station P051588878I,2022-09-28T18:18:09,2023-06-08T15:09:32
Total Rabai Service Station A005761253S,,Total Rabai Service Station A005761253S,,,False,,,Samuel Muchemi,Total Rabai Service Station A005761253S,2022-09-28T18:18:09,2022-09-28T18:18:09
TOTAL RUAKA P051339330C,,TOTAL RUAKA P051339330C,,,False,,,Mary Wangeci,TOTAL RUAKA P051339330C,2023-03-29T15:28:05,2023-03-29T15:28:05
TOTAL WOTE SERVICE STATION,,TOTAL WOTE SERVICE STATION,,,False,,,Samuel Muchemi,TOTAL WOTE SERVICE STATION,2022-09-28T18:18:10,2022-09-28T18:18:10
TransAfrica Medical Supplies,,TransAfrica Medical Supplies,,0720094722,False,,-15000.0,Samuel Muchemi,TransAfrica Medical Supplies,2022-09-28T18:18:10,2025-11-13T09:19:17
Triad Auto Spares,,Triad Auto Spares,,,False,,,Samuel Muchemi,Triad Auto Spares,2022-09-28T18:18:10,2022-09-28T18:18:10
TRIPPLE O HOTEL P051538083S,,TRIPPLE O HOTEL,,,False,,,Mary Wangeci,TRIPPLE O HOTEL P051538083S,2022-09-28T18:18:10,2023-07-03T15:10:26
TRIZAK LIMITED P051830863K,,,,,False,,,Mary Wangeci,TRIZAK LIMITED P051830863K,2024-09-02T14:04:48,2024-09-02T14:04:48
TROPICAL LOGISTICS LTD P051332854B,,TROPICAL LOGISTICS LTD P051332854B,,,False,,,Mary Wangeci,TROPICAL LOGISTICS LTD P051332854B,2023-02-28T12:40:43,2023-02-28T12:40:43
Tumaini Jema Electricals,,Tumaini Jema Electricals,,,False,,,Samuel Muchemi,Tumaini Jema Electricals,2022-09-28T18:18:10,2022-09-28T18:18:10
Tumaini Njema Electricals P051592901Z,,Tumaini Njema Electricals P051592901Z,,,False,,,Mary Wangeci,Tumaini Njema Electricals P051592901Z,2022-11-03T11:48:59,2022-11-03T11:48:59
TURNPO LIMITED EMALI P051238331Z,,,,,False,,,Mary Wangeci,TURNPO LIMITED EMALI P051238331Z,2024-02-08T09:12:18,2024-02-08T09:12:18
Tuskys,,Tuskys,,,False,,,Samuel Muchemi,Tuskys,2022-09-28T18:18:10,2022-09-28T18:18:10
TWO FIVE FOUR WHEELZ P052011142C,,,,,False,,,Mary Wangeci,TWO FIVE FOUR WHEELZ P052011142C,2023-09-21T09:35:47,2023-09-21T09:35:47
TWO MICE TRADING,,TWO MICE TRADING,,,False,,,Samuel Muchemi,TWO MICE TRADING,2022-09-28T18:18:10,2022-09-28T18:18:10
UKASH AND BROTHERS,,UKASH AND BROTHERS,,,False,,,Samuel Muchemi,UKASH AND BROTHERS,2022-09-28T18:18:10,2022-09-28T18:18:10
UMII GENERAL TRADING P051976003U,,,,,False,,,Mary Wangeci,UMII GENERAL TRADING P051976003U,2024-10-02T14:50:04,2024-10-02T14:50:04
UNIQUE TRADERS,,UNIQUE TRADERS,,,False,,,Mary Wangeci,UNIQUE TRADERS,2023-05-03T09:49:30,2023-05-03T09:49:30
UNIVERSAL DEALERS OFFICE FURNITURE,,UNIVERSAL DEALERS OFFICE FURNITURE,,,False,,,Samuel Muchemi,UNIVERSAL DEALERS OFFICE FURNITURE,2022-09-28T18:18:11,2022-09-28T18:18:11
UPPER LAND PETROL STATION,,UPPER LAND PETROL STATION,,,False,,,Samuel Muchemi,UPPER LAND PETROL STATION,2022-09-28T18:18:11,2022-09-28T18:18:11
UPS Courier,,UPS  Courier,,,False,,,Samuel Muchemi,UPS Courier,2022-09-28T18:18:11,2022-09-28T18:18:11
VANBEEKS BIOLOGICS,,,,,False,,-262080.0,Mary Wangeci,VANBEEKS BIOLOGICS,2024-03-05T16:42:07,2025-12-10T10:59:08
venus autospares,,venus  autospares,,,False,,,Samuel Muchemi,venus autospares,2022-09-28T18:18:11,2022-09-28T18:18:11
VENUS ELECTRICALS,,VENUS ELECTRICALS,,,False,,,Mary Wangeci,VENUS ELECTRICALS,2023-04-28T12:05:10,2023-04-28T12:05:10
VENUS HARDWARE & GENERAL STORES,,,,,False,,,Mary Wangeci,VENUS HARDWARE & GENERAL STORES,2023-08-02T09:10:59,2023-08-02T09:10:59
Versatile Auto Services,,Versatile Auto Services,,,False,,,Samuel Muchemi,Versatile Auto Services,2022-09-28T18:18:11,2022-09-28T18:18:11
vetagro,,,,,False,,,Mary Wangeci,vetagro,2024-01-12T09:50:25,2024-01-12T09:50:25
Viashla Premier Service Station P051975771B,,Viashla Premier Service Station P051975771B,,,False,,,Mary Wangeci,Viashla Premier Service Station P051975771B,2022-11-03T12:47:48,2022-11-03T12:47:48
VIBHUTI HARDWARE LTD,,VIBHUTI HARDWARE LTD,,,False,,,Samuel Muchemi,VIBHUTI HARDWARE LTD,2022-09-28T18:18:11,2022-09-28T18:18:11
VICTORIA COURTS TRADING LTD P051399597F,,,,,False,,,Mary Wangeci,VICTORIA COURTS TRADING LTD P051399597F,2023-10-03T12:19:43,2023-10-03T12:19:43
VICTORION SERVICE STATION P051426821B,,VICTORION SERVICE STATION P051426821B,,,False,,,Mary Wangeci,VICTORION SERVICE STATION P051426821B,2023-03-29T15:33:47,2023-03-29T15:33:47
Vincy Petroleum Ltd P051943916I,,Vincy Petroleum Ltd P051943916I,,,False,,,Samuel Muchemi,Vincy Petroleum Ltd P051943916I,2022-09-28T18:18:11,2022-09-28T18:18:11
VIPLY HARDWARE,,VIPLY HARDWARE,,,False,,,Mary Wangeci,VIPLY HARDWARE,2023-06-08T15:06:44,2023-06-08T15:06:44
VIRGINIA VENTURES,,VIRGINIA  VENTURES,,,False,,,Samuel Muchemi,VIRGINIA VENTURES,2022-09-28T18:18:11,2022-09-28T18:18:11
VIVO HADA AUTOMOBILE CO. LTD,,VIVO HADA AUTOMOBILE CO. LTD,,,False,,,Samuel Muchemi,VIVO HADA AUTOMOBILE CO. LTD,2022-09-28T18:18:12,2022-09-28T18:18:12
WAFULA CREDIBLE BLOOMS,,WAFULA CREDIBLE BLOOMS,,,False,,,Mary Wangeci,WAFULA CREDIBLE BLOOMS,2025-04-01T11:34:18,2025-04-01T11:34:18
WAIYAKI WAY TOTAL ENERGIES A008805975R,,,,,False,,,Mary Wangeci,WAIYAKI WAY TOTAL ENERGIES A008805975R,2023-08-31T14:16:42,2023-08-31T14:16:42
WAKAMARE STEEL HARDWARE & GENERAL MERCHANT,,WAKAMARE STEEL HARDWARE & GENERAL MERCHANT,,,False,,,Mary Wangeci,WAKAMARE STEEL HARDWARE & GENERAL MERCHANT,2023-05-11T12:43:04,2023-05-11T12:43:04
WAKS AUTOPARTS LTDP051684012V,,WAKS AUTOPARTS LTDP051684012V,,,False,,,Samuel Muchemi,WAKS AUTOPARTS LTDP051684012V,2022-09-28T18:18:12,2022-09-28T18:18:12
Wambi Auto Tyres,,Wambi Auto Tyres,,,False,,,Samuel Muchemi,Wambi Auto Tyres,2022-09-28T18:18:12,2022-09-28T18:18:12
Wanjovi uto Spares,,Wanjovi uto Spares,,,False,,,Samuel Muchemi,Wanjovi uto Spares,2022-09-28T18:18:12,2022-09-28T18:18:12
WANYOIKE-THIKA FARMERS,,WANYOIKE-THIKA  FARMERS,,,False,,,Mary Wangeci,WANYOIKE-THIKA FARMERS,2025-08-06T10:42:45,2025-08-06T10:42:45
WARENG SERVICE STATION P051301022B,,WARENG SERVICE STATION P051301022B,,,False,,,Samuel Muchemi,WARENG SERVICE STATION P051301022B,2022-09-28T18:18:12,2022-09-28T18:18:12
Waste Management,,Waste  Management,,,False,,,Samuel Muchemi,Waste Management,2022-09-28T18:18:12,2022-09-28T18:18:12
WEON NETWORKS,,WEON  NETWORKS,,,False,,,Mary Wangeci,WEON NETWORKS,2025-12-23T14:26:44,2025-12-23T14:26:44
WESON INVESTMENT LTD P051316956M,,,,,False,,,Mary Wangeci,WESON INVESTMENT LTD P051316956M,2024-07-30T11:38:54,2024-07-30T11:38:54
WILLIAM GWARO,,,,,False,,,Mary Wangeci,WILLIAM GWARO,2023-11-01T07:35:43,2023-11-01T07:35:43
WIMCO MOTOR ACCESSORIES,,WIMCO MOTOR ACCESSORIES,,,False,,,Samuel Muchemi,WIMCO MOTOR ACCESSORIES,2022-09-28T18:18:12,2022-09-28T18:18:12
WITIMA HARDWARE,,WITIMA  HARDWARE,,,False,,,Mary Wangeci,WITIMA HARDWARE,2025-03-10T10:06:18,2025-03-10T10:06:18
WOTE SERVICE STATION P051595758Y,,,,,False,,,Mary Wangeci,WOTE SERVICE STATION P051595758Y,2023-08-14T12:26:10,2023-08-14T12:26:10
XPLICO INSURANCE CO. LTD,,XPLICO INSURANCE CO. LTD,,,False,,,Samuel Muchemi,XPLICO INSURANCE CO. LTD,2022-09-28T18:18:12,2022-09-28T18:18:12
YOFARM INDUSTRIAL COMPANY LTD,enjoychina@126.com,,"Keneng Technology Park, Hengliu Road Zhangzhou Fujian  China",0086 -13063008113,False,,-523793.82,Sheila Maina,YOFARM INDUSTRIAL COMPANY LTD,2023-08-24T11:44:58,2024-05-24T08:48:20
Zheng Hong K Ltd,,Zheng Hong K Ltd,,,False,,,Mary Wangeci,Zheng Hong K Ltd,2022-11-03T11:16:22,2022-11-03T11:16:22
ZIPPORAH MWIKALI A003760070Q,,,,,False,,,Mary Wangeci,ZIPPORAH MWIKALI A003760070Q,2024-11-06T09:39:05,2024-11-06T09:39:05
ZM PETROLEUM LIMITED P051432685I,,,,,False,,,Mary Wangeci,ZM PETROLEUM LIMITED P051432685I,2024-10-02T14:51:14,2024-10-02T14:51:14
